CUSTOMER_NUMBER,TIME_ID,BAD,GOOD,GB,ACTIVITY_M_NO,ACTIVITY_M_DATE,ACTIVITY_M_WDAY,ACTIVITY_M_HOUR,ACTIVITY_M_NAME,ACTIVITY_NO,ACTIVITY_DATE,ACTIVITY_WDAY,ACTIVITY_HOUR,ACTIVITY_NAME
720883,3,0,1,G,8,1,1,1,4,10,1,1,1,6
865443,3,1,0,B,28,1,1,2,4,42,1,1,2,7
234680,3,0,1,G,0,0,0,1,0,0,0,0,1,0
703242,3,1,0,B,0,0,0,1,0,0,0,0,1,0
578243,3,0,1,G,0,0,0,1,0,0,0,0,1,0
190712,3,0,1,G,0,0,0,1,0,0,0,0,1,0
687550,3,0,1,G,0,0,0,1,0,0,0,0,1,0
409209,3,1,0,B,0,0,0,1,0,0,0,0,1,0
838477,3,0,1,G,0,0,0,1,0,0,0,0,1,0
971665,3,0,1,G,0,0,0,1,0,0,0,0,1,0
892764,3,0,1,G,0,0,0,1,0,0,0,0,1,0
795394,3,0,1,G,0,0,0,1,0,0,0,0,1,0
901114,3,0,1,G,0,0,0,1,0,0,0,0,1,0
944893,3,0,1,G,0,0,0,1,0,0,0,0,1,0
285491,3,0,1,G,0,0,0,1,0,0,0,0,1,0
831610,3,0,1,G,44,3,3,4,5,58,3,3,6,9
323747,3,0,1,G,114,9,7,15,5,172,9,7,19,9
623605,3,0,1,G,159,11,5,23,4,243,11,5,29,8
639314,3,0,1,G,61,3,3,4,5,73,3,3,6,8
773766,3,0,1,G,68,3,3,4,4,80,3,3,4,7
63647,3,0,1,G,51,7,5,9,5,90,8,6,13,9
319267,3,0,1,G,15,4,4,5,3,29,4,4,5,6
674016,3,0,1,G,4,1,1,1,2,7,1,1,1,5
734605,3,0,1,G,20,1,1,2,7,26,1,1,2,10
795863,3,0,1,G,21,2,2,3,5,36,2,2,4,8
730369,3,0,1,G,50,4,4,6,5,83,4,4,6,8
424120,3,0,1,G,65,7,6,10,5,97,7,6,13,8
114902,3,0,1,G,24,3,3,4,4,37,3,3,5,9
132142,3,0,1,G,10,1,1,2,4,16,1,1,3,7
208753,3,1,0,B,1,1,1,1,1,3,1,1,1,3
526268,3,0,1,G,0,0,0,1,0,0,0,0,1,0
929966,3,0,1,G,0,0,0,1,0,0,0,0,1,0
800011,3,0,1,G,0,0,0,1,0,0,0,0,1,0
704126,3,0,1,G,146,5,5,8,7,177,5,5,9,11
444350,3,0,1,G,42,8,5,12,4,77,8,5,15,7
380492,3,0,1,G,46,8,4,13,5,85,8,4,15,8
746359,3,0,1,G,148,4,3,6,8,181,4,3,6,12
480515,3,0,1,G,84,4,4,14,9,136,4,4,19,12
636867,3,0,1,G,55,6,4,10,5,81,6,4,11,9
557739,3,1,0,B,20,5,4,5,4,35,5,4,6,7
291851,3,0,1,G,4,3,2,4,3,11,3,2,4,6
324180,3,0,1,G,53,6,4,8,7,83,6,4,9,10
545921,3,0,1,G,41,4,3,4,4,56,4,3,5,7
669101,3,0,1,G,22,1,1,2,6,29,1,1,2,10
271619,3,0,1,G,62,5,4,7,5,85,5,4,8,8
601119,3,0,1,G,0,0,0,1,0,0,0,0,1,0
162089,3,0,1,G,0,0,0,1,0,0,0,0,1,0
699450,3,0,1,G,0,0,0,1,0,0,0,0,1,0
466471,3,0,1,G,0,0,0,1,0,0,0,0,1,0
397424,3,0,1,G,0,0,0,1,0,0,0,0,1,0
190202,3,0,1,G,0,0,0,1,0,0,0,0,1,0
841181,3,0,1,G,0,0,0,1,0,0,0,0,1,0
884477,3,0,1,G,0,0,0,1,0,0,0,0,1,0
925893,3,0,1,G,22,2,2,5,4,41,2,2,7,8
391831,3,0,1,G,92,6,5,8,6,119,6,5,10,11
878943,3,0,1,G,50,3,3,6,4,74,3,3,7,8
668372,3,0,1,G,31,6,5,7,5,64,6,5,13,10
18633,3,0,1,G,56,3,3,6,4,86,3,3,6,7
8059,3,0,1,G,22,3,2,4,3,35,3,2,5,7
218954,3,0,1,G,18,3,3,3,3,28,3,3,3,6
949289,3,0,1,G,55,7,7,12,6,91,7,7,14,10
297418,3,0,1,G,0,0,0,1,0,0,0,0,1,0
578743,3,0,1,G,0,0,0,1,0,0,0,0,1,0
235405,3,0,1,G,0,0,0,1,0,0,0,0,1,0
206660,3,0,1,G,0,0,0,1,0,0,0,0,1,0
824665,3,0,1,G,0,0,0,1,0,0,0,0,1,0
615324,3,0,1,G,0,0,0,1,0,0,0,0,1,0
634725,3,0,1,G,0,0,0,1,0,0,0,0,1,0
69163,3,0,1,G,0,0,0,1,0,0,0,0,1,0
879844,3,0,1,G,0,0,0,1,0,0,0,0,1,0
302613,3,0,1,G,0,0,0,1,0,0,0,0,1,0
277034,3,0,1,G,0,0,0,1,0,0,0,0,1,0
317465,3,0,1,G,0,0,0,1,0,0,0,0,1,0
457595,3,0,1,G,0,0,0,1,0,0,0,0,1,0
706524,3,0,1,G,0,0,0,1,0,0,0,0,1,0
892299,3,0,1,G,0,0,0,1,0,0,0,0,1,0
546951,3,0,1,G,0,0,0,1,0,0,0,0,1,0
367143,3,0,1,G,0,0,0,1,0,0,0,0,1,0
620715,3,0,1,G,17,1,1,2,5,27,1,1,2,8
147163,3,0,1,G,274,9,6,15,6,326,9,6,19,10
25707,3,0,1,G,36,4,2,7,5,57,5,3,8,8
480600,3,0,1,G,3,2,2,3,1,12,2,2,3,4
620732,3,0,1,G,77,5,5,9,3,107,5,5,13,8
788186,3,0,1,G,39,5,4,6,3,59,5,4,6,6
163713,3,0,1,G,0,0,0,1,0,0,0,0,1,0
194029,3,0,1,G,0,0,0,1,0,0,0,0,1,0
86099,3,0,1,G,0,0,0,1,0,0,0,0,1,0
461760,3,0,1,G,0,0,0,1,0,0,0,0,1,0
979893,3,0,1,G,0,0,0,1,0,0,0,0,1,0
436437,3,1,0,B,0,0,0,1,0,0,0,0,1,0
994805,3,0,1,G,0,0,0,1,0,0,0,0,1,0
513806,3,0,1,G,0,0,0,1,0,0,0,0,1,0
351935,3,0,1,G,0,0,0,1,0,0,0,0,1,0
896676,3,0,1,G,0,0,0,1,0,0,0,0,1,0
521115,3,0,1,G,0,0,0,1,0,0,0,0,1,0
965976,3,0,1,G,0,0,0,1,0,0,0,0,1,0
147781,3,0,1,G,186,7,5,9,4,212,7,5,9,8
844115,3,0,1,G,89,15,5,23,5,164,16,6,30,9
560451,3,0,1,G,23,3,3,4,5,41,3,3,4,8
892919,3,0,1,G,0,0,0,1,0,0,0,0,1,0
790047,3,0,1,G,0,0,0,1,0,0,0,0,1,0
61701,3,0,1,G,0,0,0,1,0,0,0,0,1,0
31157,3,0,1,G,33,1,1,4,4,49,1,1,4,10
19815,3,0,1,G,0,0,0,1,0,0,0,0,1,0
488031,3,0,1,G,0,0,0,1,0,0,0,0,1,0
687763,3,0,1,G,0,0,0,1,0,0,0,0,1,0
458786,3,0,1,G,0,0,0,1,0,0,0,0,1,0
398954,3,0,1,G,0,0,0,1,0,0,0,0,1,0
934352,3,0,1,G,0,0,0,1,0,0,0,0,1,0
177639,3,0,1,G,0,0,0,1,0,0,0,0,1,0
248385,3,0,1,G,0,0,0,1,0,0,0,0,1,0
652041,3,0,1,G,0,0,0,1,0,0,0,0,1,0
231774,3,0,1,G,0,0,0,1,0,0,0,0,1,0
898598,3,0,1,G,112,6,6,10,4,148,6,6,12,9
271559,3,0,1,G,0,0,0,1,0,0,0,0,1,0
684913,3,0,1,G,20,3,3,3,5,29,3,3,5,8
820863,3,0,1,G,200,20,6,47,5,375,20,6,66,8
963206,3,0,1,G,19,3,2,3,4,31,3,2,3,7
156504,3,0,1,G,3,1,1,2,1,12,1,1,2,4
126147,3,0,1,G,0,0,0,1,0,0,0,0,1,0
70304,3,1,0,B,0,0,0,1,0,0,0,0,1,0
151490,3,0,1,G,0,0,0,1,0,0,0,0,1,0
246761,3,0,1,G,0,0,0,1,0,0,0,0,1,0
471673,3,0,1,G,0,0,0,1,0,0,0,0,1,0
141721,3,0,1,G,0,0,0,1,0,0,0,0,1,0
212425,3,0,1,G,0,0,0,1,0,0,0,0,1,0
485054,3,0,1,G,0,0,0,1,0,0,0,0,1,0
778988,3,0,1,G,0,0,0,1,0,0,0,0,1,0
611618,3,0,1,G,92,7,5,8,5,120,7,5,9,9
541109,3,0,1,G,0,0,0,1,0,0,0,0,1,0
697913,3,0,1,G,0,0,0,1,0,0,0,0,1,0
693645,3,0,1,G,0,0,0,1,0,0,0,0,1,0
331,3,1,0,B,0,0,0,1,0,0,0,0,1,0
565082,3,0,1,G,0,0,0,1,0,0,0,0,1,0
656776,3,0,1,G,0,0,0,1,0,0,0,0,1,0
336397,3,0,1,G,0,0,0,1,0,0,0,0,1,0
719106,3,0,1,G,0,0,0,1,0,0,0,0,1,0
806031,3,1,0,B,33,1,1,2,4,45,1,1,2,7
34311,3,0,1,G,0,0,0,1,0,0,0,0,1,0
630764,3,0,1,G,69,5,4,6,6,89,5,4,7,10
146955,3,0,1,G,138,5,5,14,9,173,5,5,16,12
40276,3,0,1,G,34,1,1,3,5,40,1,1,4,9
669135,3,0,1,G,74,5,4,8,5,98,5,4,8,8
203564,3,0,1,G,42,1,1,4,4,92,1,1,4,8
987785,3,1,0,B,66,4,2,6,6,84,4,2,7,10
959718,3,0,1,G,24,3,3,4,5,54,3,3,4,9
953052,3,0,1,G,14,2,1,3,4,23,2,1,4,7
426139,3,0,1,G,42,1,1,3,6,52,1,1,5,10
868725,3,0,1,G,113,2,2,6,8,136,2,2,6,12
575538,3,0,1,G,24,1,1,1,3,30,1,1,1,6
356176,3,0,1,G,0,0,0,1,0,0,0,0,1,0
578001,3,0,1,G,0,0,0,1,0,0,0,0,1,0
565149,3,0,1,G,0,0,0,1,0,0,0,0,1,0
116603,3,0,1,G,0,0,0,1,0,0,0,0,1,0
36336,3,1,0,B,0,0,0,1,0,0,0,0,1,0
816292,3,1,0,B,0,0,0,1,0,0,0,0,1,0
800319,3,0,1,G,0,0,0,1,0,0,0,0,1,0
270678,3,0,1,G,0,0,0,1,0,0,0,0,1,0
142358,3,0,1,G,0,0,0,1,0,0,0,0,1,0
455357,3,0,1,G,0,0,0,1,0,0,0,0,1,0
777913,3,0,1,G,0,0,0,1,0,0,0,0,1,0
922537,3,0,1,G,0,0,0,1,0,0,0,0,1,0
169356,3,0,1,G,0,0,0,1,0,0,0,0,1,0
105267,3,0,1,G,0,0,0,1,0,0,0,0,1,0
887517,3,0,1,G,0,0,0,1,0,0,0,0,1,0
983624,3,0,1,G,0,0,0,1,0,0,0,0,1,0
519382,3,0,1,G,76,5,4,5,4,97,5,4,5,7
417357,3,0,1,G,0,0,0,1,0,0,0,0,1,0
421337,3,0,1,G,0,0,0,1,0,0,0,0,1,0
832104,3,0,1,G,0,0,0,1,0,0,0,0,1,0
898081,3,0,1,G,0,0,0,1,0,0,0,0,1,0
598843,3,0,1,G,0,0,0,1,0,0,0,0,1,0
799843,3,0,1,G,0,0,0,1,0,0,0,0,1,0
943409,3,0,1,G,0,0,0,1,0,0,0,0,1,0
158648,3,0,1,G,0,0,0,1,0,0,0,0,1,0
19962,3,0,1,G,407,17,6,30,9,487,18,6,36,12
108297,3,0,1,G,0,0,0,1,0,0,0,0,1,0
645059,3,0,1,G,0,0,0,1,0,0,0,0,1,0
296615,3,0,1,G,0,0,0,1,0,0,0,0,1,0
348031,3,0,1,G,0,0,0,1,0,0,0,0,1,0
764916,3,0,1,G,0,0,0,1,0,0,0,0,1,0
323137,3,0,1,G,0,0,0,1,0,0,0,0,1,0
399239,3,0,1,G,0,0,0,1,0,0,0,0,1,0
847738,3,0,1,G,0,0,0,1,0,0,0,0,1,0
188275,3,0,1,G,0,0,0,1,0,0,0,0,1,0
878456,3,0,1,G,0,0,0,1,0,0,0,0,1,0
496695,3,0,1,G,0,0,0,1,0,0,0,0,1,0
666094,3,0,1,G,0,0,0,1,0,0,0,0,1,0
931402,3,0,1,G,0,0,0,1,0,0,0,0,1,0
32250,3,0,1,G,0,0,0,1,0,0,0,0,1,0
374229,3,0,1,G,0,0,0,1,0,0,0,0,1,0
152528,3,0,1,G,0,0,0,1,0,0,0,0,1,0
649141,3,0,1,G,0,0,0,1,0,0,0,0,1,0
50646,3,0,1,G,0,0,0,1,0,0,0,0,1,0
38572,3,0,1,G,0,0,0,1,0,0,0,0,1,0
951605,3,0,1,G,0,0,0,1,0,0,0,0,1,0
821724,3,0,1,G,0,0,0,1,0,0,0,0,1,0
607411,3,0,1,G,0,0,0,1,0,0,0,0,1,0
596262,3,0,1,G,0,0,0,1,0,0,0,0,1,0
649973,3,0,1,G,0,0,0,1,0,0,0,0,1,0
821033,3,0,1,G,0,0,0,1,0,0,0,0,1,0
437524,3,0,1,G,0,0,0,1,0,0,0,0,1,0
159139,3,0,1,G,0,0,0,1,0,0,0,0,1,0
599933,3,0,1,G,41,5,3,7,5,65,5,3,7,10
330410,3,0,1,G,34,4,4,7,7,71,4,4,9,11
331081,3,0,1,G,65,1,1,3,5,81,1,1,5,9
906021,3,0,1,G,0,0,0,1,0,0,0,0,1,0
108424,3,0,1,G,120,10,5,25,7,216,11,5,30,12
414846,3,0,1,G,78,10,5,13,7,118,10,5,16,11
957244,3,0,1,G,0,0,0,1,0,0,0,0,1,0
141132,3,0,1,G,112,7,6,15,7,150,7,6,17,11
397222,3,0,1,G,24,3,3,5,6,39,3,3,7,9
496044,3,1,0,B,22,3,3,4,4,40,3,3,5,9
447242,3,0,1,G,58,4,3,6,5,81,5,4,9,9
854620,3,0,1,G,32,1,1,2,4,42,1,1,2,8
270753,3,0,1,G,0,0,0,1,0,0,0,0,1,0
654292,3,0,1,G,0,0,0,1,0,0,0,0,1,0
16270,3,0,1,G,0,0,0,1,0,0,0,0,1,0
253667,3,0,1,G,0,0,0,1,0,0,0,0,1,0
412861,3,0,1,G,0,0,0,1,0,0,0,0,1,0
46270,3,0,1,G,0,0,0,1,0,0,0,0,1,0
626718,3,0,1,G,0,0,0,1,0,0,0,0,1,0
147335,3,0,1,G,0,0,0,1,0,0,0,0,1,0
116513,3,0,1,G,0,0,0,1,0,0,0,0,1,0
630745,3,0,1,G,0,0,0,1,0,0,0,0,1,0
910828,3,0,1,G,0,0,0,1,0,0,0,0,1,0
307801,3,0,1,G,0,0,0,1,0,0,0,0,1,0
163934,3,0,1,G,0,0,0,1,0,0,0,0,1,0
8082,3,0,1,G,0,0,0,1,0,0,0,0,1,0
44149,3,0,1,G,0,0,0,1,0,0,0,0,1,0
216771,3,0,1,G,0,0,0,1,0,0,0,0,1,0
787352,3,0,1,G,0,0,0,1,0,0,0,0,1,0
738231,3,0,1,G,195,6,4,9,4,220,6,4,11,8
358212,3,0,1,G,28,2,2,2,3,34,2,2,3,6
259855,3,0,1,G,96,5,5,13,6,140,5,5,13,12
904912,3,0,1,G,198,9,6,17,7,283,9,6,17,10
780006,3,0,1,G,3,1,1,1,2,8,1,1,1,6
293553,3,0,1,G,14,3,3,3,3,33,3,3,4,8
596678,3,0,1,G,70,4,4,10,4,101,4,4,12,7
593879,3,0,1,G,59,2,2,2,3,72,2,2,2,7
886966,3,0,1,G,33,2,2,2,4,43,2,2,2,8
951467,3,0,1,G,51,2,2,7,5,69,2,2,8,8
156444,3,0,1,G,71,5,5,7,5,98,5,5,8,8
642396,3,0,1,G,51,3,3,5,5,65,3,3,5,8
517747,3,0,1,G,86,1,1,4,5,97,1,1,4,8
699624,3,0,1,G,15,3,3,5,4,33,3,3,7,7
192595,3,0,1,G,14,3,3,11,3,48,3,3,12,7
218162,3,0,1,G,0,0,0,1,0,0,0,0,1,0
580104,3,0,1,G,0,0,0,1,0,0,0,0,1,0
2156,3,1,0,B,0,0,0,1,0,0,0,0,1,0
193300,3,0,1,G,0,0,0,1,0,0,0,0,1,0
976422,3,0,1,G,134,11,7,17,6,180,11,7,22,9
43317,3,0,1,G,13,1,1,1,4,16,1,1,1,7
130607,3,0,1,G,36,4,3,4,4,60,4,3,5,8
733159,3,0,1,G,168,12,6,26,9,272,12,6,28,14
78171,3,0,1,G,219,16,7,26,5,316,16,7,31,10
44067,3,0,1,G,115,5,3,6,4,134,5,3,7,8
623896,3,1,0,B,24,2,2,3,5,33,2,2,3,8
447648,3,0,1,G,2,1,1,1,2,5,1,1,1,5
108127,3,0,1,G,0,0,0,1,0,0,0,0,1,0
27775,3,0,1,G,0,0,0,1,0,0,0,0,1,0
733352,3,0,1,G,0,0,0,1,0,0,0,0,1,0
66864,3,0,1,G,0,0,0,1,0,0,0,0,1,0
195721,3,0,1,G,0,0,0,1,0,0,0,0,1,0
784375,3,0,1,G,97,8,5,14,7,139,8,5,17,10
347172,3,0,1,G,29,5,5,6,3,52,5,5,7,7
523490,3,0,1,G,99,7,5,8,5,121,7,5,9,8
825429,3,0,1,G,143,9,6,26,5,238,9,6,38,10
799773,3,0,1,G,134,7,5,13,5,176,7,5,16,9
584527,3,0,1,G,233,12,7,27,8,301,12,7,32,12
436252,3,0,1,G,34,4,4,5,5,52,5,5,8,8
337766,3,1,0,B,9,1,1,1,5,12,1,1,1,8
259736,3,0,1,G,155,11,7,21,6,226,11,7,29,9
624134,3,0,1,G,38,5,4,6,5,63,5,4,10,9
888194,3,0,1,G,123,6,6,12,4,171,6,6,14,8
197934,3,0,1,G,19,2,2,4,6,31,2,2,4,9
228979,3,0,1,G,144,6,6,12,5,186,6,6,18,10
222954,3,0,1,G,58,4,4,4,5,78,4,4,5,10
921016,3,0,1,G,109,5,5,7,8,136,5,5,8,11
386645,3,0,1,G,0,0,0,1,0,0,0,0,1,0
209350,3,0,1,G,0,0,0,1,0,0,0,0,1,0
432856,3,0,1,G,0,0,0,1,0,0,0,0,1,0
831993,3,0,1,G,0,0,0,1,0,0,0,0,1,0
710124,3,0,1,G,0,0,0,1,0,0,0,0,1,0
171236,3,0,1,G,0,0,0,1,0,0,0,0,1,0
979848,3,0,1,G,0,0,0,1,0,0,0,0,1,0
646007,3,0,1,G,0,0,0,1,0,0,0,0,1,0
852580,3,0,1,G,0,0,0,1,0,0,0,0,1,0
28641,3,0,1,G,0,0,0,1,0,0,0,0,1,0
393920,3,0,1,G,0,0,0,1,0,0,0,0,1,0
504039,3,0,1,G,0,0,0,1,0,0,0,0,1,0
933959,3,0,1,G,0,0,0,1,0,0,0,0,1,0
604054,3,0,1,G,0,0,0,1,0,0,0,0,1,0
249365,3,0,1,G,0,0,0,1,0,0,0,0,1,0
351152,3,0,1,G,0,0,0,1,0,0,0,0,1,0
407430,3,0,1,G,47,9,4,14,6,95,10,5,16,10
78275,3,0,1,G,126,9,4,15,4,171,9,4,17,8
478435,3,1,0,B,248,12,7,20,8,309,12,7,26,13
155753,3,0,1,G,130,13,7,25,8,230,13,7,29,12
752241,3,0,1,G,74,3,3,5,6,91,3,3,5,10
172533,3,0,1,G,136,3,2,3,4,159,4,2,5,9
865845,3,0,1,G,37,4,4,6,5,58,4,4,7,8
605881,3,0,1,G,72,2,2,9,4,103,2,2,12,8
183723,3,0,1,G,0,0,0,1,0,0,0,0,1,0
339969,3,0,1,G,0,0,0,1,0,0,0,0,1,0
430658,3,0,1,G,0,0,0,1,0,0,0,0,1,0
33827,3,0,1,G,0,0,0,1,0,0,0,0,1,0
421821,3,0,1,G,0,0,0,1,0,0,0,0,1,0
715926,3,0,1,G,0,0,0,1,0,0,0,0,1,0
176117,3,0,1,G,0,0,0,1,0,0,0,0,1,0
614490,3,0,1,G,0,0,0,1,0,0,0,0,1,0
877164,3,1,0,B,0,0,0,1,0,0,0,0,1,0
205538,3,0,1,G,0,0,0,1,0,0,0,0,1,0
925254,3,0,1,G,0,0,0,1,0,0,0,0,1,0
618114,3,0,1,G,0,0,0,1,0,0,0,0,1,0
377135,3,0,1,G,0,0,0,1,0,0,0,0,1,0
171107,3,0,1,G,0,0,0,1,0,0,0,0,1,0
814422,3,0,1,G,0,0,0,1,0,0,0,0,1,0
540688,3,0,1,G,0,0,0,1,0,0,0,0,1,0
613886,3,0,1,G,0,0,0,1,0,0,0,0,1,0
735154,3,0,1,G,0,0,0,1,0,0,0,0,1,0
435128,3,0,1,G,0,0,0,1,0,0,0,0,1,0
904377,3,0,1,G,0,0,0,1,0,0,0,0,1,0
506079,3,0,1,G,72,6,6,7,4,100,6,6,10,10
608832,3,0,1,G,31,1,1,1,6,41,1,1,1,11
666644,3,0,1,G,0,0,0,1,0,0,0,0,1,0
831335,3,0,1,G,0,0,0,1,0,0,0,0,1,0
662839,3,0,1,G,0,0,0,1,0,0,0,0,1,0
497034,3,0,1,G,0,0,0,1,0,0,0,0,1,0
414672,3,0,1,G,17,2,2,2,5,23,2,2,2,8
192914,3,0,1,G,0,0,0,1,0,0,0,0,1,0
647639,3,0,1,G,0,0,0,1,0,0,0,0,1,0
593267,3,0,1,G,0,0,0,1,0,0,0,0,1,0
371856,3,0,1,G,0,0,0,1,0,0,0,0,1,0
161021,3,0,1,G,0,0,0,1,0,0,0,0,1,0
799966,3,0,1,G,0,0,0,1,0,0,0,0,1,0
709926,3,0,1,G,0,0,0,1,0,0,0,0,1,0
853449,3,0,1,G,0,0,0,1,0,0,0,0,1,0
228162,3,0,1,G,0,0,0,1,0,0,0,0,1,0
223095,3,0,1,G,0,0,0,1,0,0,0,0,1,0
855887,3,1,0,B,0,0,0,1,0,0,0,0,1,0
638322,3,0,1,G,0,0,0,1,0,0,0,0,1,0
508839,3,0,1,G,0,0,0,1,0,0,0,0,1,0
652013,3,0,1,G,0,0,0,1,0,0,0,0,1,0
287625,3,0,1,G,0,0,0,1,0,0,0,0,1,0
212924,3,0,1,G,0,0,0,1,0,0,0,0,1,0
530903,3,0,1,G,0,0,0,1,0,0,0,0,1,0
792191,3,0,1,G,0,0,0,1,0,0,0,0,1,0
767060,3,0,1,G,0,0,0,1,0,0,0,0,1,0
183345,3,0,1,G,0,0,0,1,0,0,0,0,1,0
705651,3,0,1,G,46,4,3,5,4,74,4,3,5,8
823647,3,0,1,G,46,5,4,5,3,62,5,4,5,6
872209,3,0,1,G,0,0,0,1,0,0,0,0,1,0
938585,3,0,1,G,0,0,0,1,0,0,0,0,1,0
482923,3,0,1,G,0,0,0,1,0,0,0,0,1,0
70132,3,0,1,G,10,1,1,1,4,13,1,1,1,7
751738,3,0,1,G,1,1,1,1,1,1,1,1,1,1
196152,3,0,1,G,18,1,1,1,4,27,1,1,2,7
272350,3,0,1,G,0,0,0,1,0,0,0,0,1,0
241491,3,1,0,B,0,0,0,1,0,3,1,1,1,3
513445,3,1,0,B,0,0,0,1,0,3,1,1,1,3
532861,3,0,1,G,0,0,0,1,0,0,0,0,1,0
558673,3,0,1,G,0,0,0,1,0,0,0,0,1,0
493435,3,0,1,G,0,0,0,1,0,0,0,0,1,0
650896,3,0,1,G,80,7,5,11,7,115,7,5,14,10
562896,3,0,1,G,0,0,0,1,0,0,0,0,1,0
799607,3,1,0,B,26,2,2,2,6,32,2,2,3,9
516708,3,0,1,G,10,1,1,1,4,13,1,1,1,7
163172,3,0,1,G,111,7,4,9,3,142,7,4,11,6
24794,3,0,1,G,117,7,6,14,7,162,7,6,17,11
718772,3,0,1,G,33,2,2,4,3,51,2,2,4,6
531014,3,0,1,G,0,0,0,1,0,0,0,0,1,0
727798,3,0,1,G,0,0,0,1,0,0,0,0,1,0
290656,3,0,1,G,0,0,0,1,0,0,0,0,1,0
543332,3,0,1,G,0,0,0,1,0,0,0,0,1,0
192359,3,0,1,G,0,0,0,1,0,0,0,0,1,0
682828,3,0,1,G,0,0,0,1,0,0,0,0,1,0
838432,3,0,1,G,0,0,0,1,0,0,0,0,1,0
902700,3,0,1,G,0,0,0,1,0,0,0,0,1,0
575993,3,0,1,G,0,0,0,1,0,0,0,0,1,0
666778,3,0,1,G,0,0,0,1,0,0,0,0,1,0
940086,3,0,1,G,0,0,0,1,0,0,0,0,1,0
447960,3,0,1,G,0,0,0,1,0,0,0,0,1,0
737006,3,0,1,G,0,0,0,1,0,0,0,0,1,0
956961,3,0,1,G,0,0,0,1,0,0,0,0,1,0
736291,3,0,1,G,0,0,0,1,0,0,0,0,1,0
683823,3,0,1,G,0,0,0,1,0,0,0,0,1,0
766061,3,0,1,G,0,0,0,1,0,0,0,0,1,0
8566,3,0,1,G,103,16,7,21,6,186,17,7,34,10
27267,3,0,1,G,0,0,0,1,0,0,0,0,1,0
784432,3,0,1,G,0,0,0,1,0,0,0,0,1,0
903540,3,0,1,G,0,0,0,1,0,0,0,0,1,0
470003,3,0,1,G,0,0,0,1,0,0,0,0,1,0
418043,3,0,1,G,132,12,6,24,8,213,13,6,34,13
343117,3,0,1,G,65,8,7,14,7,113,9,7,17,10
127239,3,0,1,G,106,10,7,15,5,151,10,7,18,9
546410,3,0,1,G,369,7,5,20,12,450,7,5,21,15
130250,3,0,1,G,10,1,1,2,5,16,1,1,3,8
141829,3,0,1,G,110,12,6,24,9,204,12,6,27,13
89495,3,0,1,G,63,9,5,12,7,107,9,5,14,12
141011,3,0,1,G,16,2,2,2,5,25,2,2,2,8
356157,3,0,1,G,69,11,6,19,7,152,11,6,23,10
606445,3,0,1,G,164,7,5,10,8,199,7,5,11,12
351497,3,0,1,G,152,7,5,15,7,207,7,5,18,12
534994,3,0,1,G,45,2,2,4,6,77,2,2,4,10
983537,3,1,0,B,81,6,5,12,10,140,7,5,16,15
320487,3,0,1,G,69,1,1,1,4,79,1,1,1,7
469994,3,0,1,G,38,4,4,8,4,65,4,4,9,7
114115,3,0,1,G,27,3,3,3,5,37,3,3,4,9
230783,3,0,1,G,290,13,7,35,9,415,13,7,35,14
936289,3,0,1,G,37,6,5,10,4,76,6,5,10,7
529307,3,0,1,G,206,7,5,14,6,271,8,6,17,10
404188,3,0,1,G,115,2,2,7,6,138,2,2,7,9
695638,3,0,1,G,70,3,3,3,4,81,3,3,4,7
730833,3,0,1,G,29,2,2,3,4,38,2,2,3,7
526483,3,0,1,G,65,2,2,5,6,107,2,2,5,11
641826,3,0,1,G,4,1,1,1,3,7,1,1,1,6
847952,3,0,1,G,44,3,3,4,4,56,3,3,4,7
898040,3,0,1,G,14,1,1,1,3,21,1,1,2,7
171583,3,0,1,G,25,1,1,1,4,28,1,1,1,7
463611,3,0,1,G,0,0,0,1,0,0,0,0,1,0
848124,3,0,1,G,0,0,0,1,0,0,0,0,1,0
20331,3,0,1,G,0,0,0,1,0,0,0,0,1,0
540051,3,0,1,G,0,0,0,1,0,0,0,0,1,0
362141,3,0,1,G,0,0,0,1,0,0,0,0,1,0
469577,3,0,1,G,0,0,0,1,0,0,0,0,1,0
151927,3,0,1,G,0,0,0,1,0,0,0,0,1,0
519071,3,0,1,G,0,0,0,1,0,0,0,0,1,0
188345,3,0,1,G,0,0,0,1,0,0,0,0,1,0
185949,3,0,1,G,0,0,0,1,0,0,0,0,1,0
545994,3,0,1,G,0,0,0,1,0,0,0,0,1,0
653846,3,0,1,G,0,0,0,1,0,0,0,0,1,0
494172,3,0,1,G,0,0,0,1,0,0,0,0,1,0
638154,3,0,1,G,0,0,0,1,0,0,0,0,1,0
501781,3,0,1,G,0,0,0,1,0,0,0,0,1,0
986750,3,0,1,G,0,0,0,1,0,0,0,0,1,0
258123,3,0,1,G,0,0,0,1,0,0,0,0,1,0
129340,3,0,1,G,0,0,0,1,0,0,0,0,1,0
467827,3,0,1,G,0,0,0,1,0,0,0,0,1,0
938700,3,0,1,G,0,0,0,1,0,0,0,0,1,0
619946,3,0,1,G,0,0,0,1,0,0,0,0,1,0
60200,3,0,1,G,0,0,0,1,0,0,0,0,1,0
671174,3,0,1,G,0,0,0,1,0,0,0,0,1,0
104457,3,0,1,G,0,0,0,1,0,0,0,0,1,0
56579,3,0,1,G,0,0,0,1,0,0,0,0,1,0
478632,3,0,1,G,0,0,0,1,0,0,0,0,1,0
